Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
FAM174A	-1.16591	2.38E-26	0.132	0.355	7.67E-22
FRY	-1.85279	2.83E-26	0.041	0.179	9.13E-22
TMEM38B	-1.43949	7.32E-26	0.066	0.234	2.36E-21
FBXL5	-1.22698	3.72E-25	0.115	0.317	1.20E-20
ATF3	-0.88017	3.83E-25	0.247	0.512	1.24E-20
ZFP36L1	-1.3847	4.77E-25	0.1	0.288	1.54E-20
STAT3	-0.95022	5.29E-25	0.318	0.599	1.71E-20
ST3GAL4	-1.13784	5.42E-25	0.146	0.371	1.75E-20
SNTB1	-3.74173	1.11E-24	0.004	0.075	3.59E-20
NINJ1	1.192911	5.33E-24	0.571	0.397	1.72E-19
HOMER1	-1.51318	6.73E-24	0.06	0.212	2.17E-19
IL17RA	-1.07357	6.98E-24	0.125	0.337	2.25E-19
HGSNAT	-1.73885	1.10E-23	0.041	0.171	3.56E-19
RPL10	-0.32403	1.13E-23	0.979	0.992	3.64E-19
RNASE6	-1.46505	1.47E-23	0.053	0.2	4.75E-19
IL1B	-1.09676	1.60E-23	0.584	0.78	5.17E-19
S100A10	0.727524	4.64E-23	0.827	0.798	1.50E-18
TFEC	-2.02845	4.70E-23	0.031	0.145	1.52E-18
IDH1	-1.12144	5.21E-23	0.131	0.337	1.68E-18
NFKBIZ	-1.13805	6.83E-23	0.152	0.363	2.21E-18
IGSF6	-0.91918	7.94E-23	0.213	0.464	2.56E-18
SLA	-1.12431	9.60E-23	0.127	0.331	3.10E-18
DMKN	1.589015	1.17E-22	0.413	0.196	3.79E-18
CFL1	0.517729	1.46E-22	0.912	0.938	4.71E-18
RNH1	1.009626	2.07E-22	0.665	0.613	6.70E-18
RARA	-1.16882	2.41E-22	0.087	0.26	7.79E-18
BIRC3	-1.20456	4.77E-22	0.107	0.29	1.54E-17
VIM	0.618376	5.64E-22	0.924	0.905	1.82E-17
AKAP13	-0.99643	5.80E-22	0.138	0.347	1.87E-17
LMO4	-1.66701	7.00E-22	0.045	0.173	2.26E-17
IKZF1	-1.33207	9.52E-22	0.088	0.254	3.07E-17
CTSZ	0.72265	1.47E-21	0.748	0.712	4.73E-17
PRKCG	-3.67308	1.83E-21	0.005	0.071	5.92E-17
PYGL	-1.31131	2.21E-21	0.074	0.23	7.13E-17
TGM2	1.630354	2.51E-21	0.351	0.137	8.12E-17
GPR141	-1.26422	2.86E-21	0.085	0.248	9.24E-17
SPP1	3.455117	2.94E-21	0.268	0.079	9.50E-17
ARHGAP26	-0.76252	3.37E-21	0.301	0.573	1.09E-16
CDKN1A	-0.74026	4.24E-21	0.393	0.667	1.37E-16
ID2	-0.93411	4.39E-21	0.179	0.397	1.42E-16
IFNGR1	-0.78733	4.97E-21	0.319	0.593	1.60E-16
CCPG1	-1.80158	5.01E-21	0.036	0.151	1.62E-16
CD33	-1.42306	6.26E-21	0.051	0.183	2.02E-16
FN1	-0.71115	7.62E-21	0.446	0.712	2.46E-16
LILRB3	-0.74482	8.34E-21	0.377	0.649	2.69E-16
FNIP2	2.548246	9.23E-21	0.256	0.071	2.98E-16
XBP1	-0.82739	1.08E-20	0.294	0.569	3.49E-16
PLIN2	0.930733	1.20E-20	0.677	0.593	3.89E-16
CD68	0.829516	1.68E-20	0.685	0.607	5.43E-16
ATG101	-1.28172	2.19E-20	0.091	0.252	7.06E-16
EEF1A1	-0.28849	2.34E-20	0.987	1	7.56E-16
KLF13	-0.79084	2.52E-20	0.224	0.464	8.12E-16
MYL6	0.49991	3.17E-20	0.899	0.933	1.02E-15
SERP1	-0.68383	3.30E-20	0.473	0.734	1.06E-15
TMPO	-1.18408	4.75E-20	0.095	0.26	1.53E-15
KLF6	-0.78043	1.58E-19	0.232	0.472	5.10E-15
PAIP2	-0.90237	2.37E-19	0.16	0.371	7.64E-15
NIBAN1	-1.07613	2.44E-19	0.081	0.236	7.86E-15
XDH	-0.98554	2.81E-19	0.124	0.308	9.07E-15
PTPN1	-0.70231	3.17E-19	0.458	0.722	1.02E-14
HPGD	-2.40043	4.02E-19	0.02	0.107	1.30E-14
ALOX5AP	-0.41696	4.69E-19	0.84	0.95	1.51E-14
DIPK1A	-1.74607	5.07E-19	0.031	0.133	1.64E-14
CALM1	0.525716	9.45E-19	0.893	0.895	3.05E-14
NAPSA	-0.50899	1.09E-18	0.563	0.839	3.51E-14
ARHGEF18	-3.06253	1.29E-18	0.007	0.069	4.18E-14
RPS27A	-0.2561	1.64E-18	0.993	0.998	5.30E-14
CCND3	-0.79245	2.41E-18	0.263	0.492	7.80E-14
TUBA1A	-1.19482	2.80E-18	0.087	0.238	9.05E-14
BST1	-0.87254	2.85E-18	0.153	0.349	9.21E-14
HLX	-1.80382	3.34E-18	0.023	0.111	1.08E-13
PTPRO	-1.20659	3.82E-18	0.073	0.212	1.23E-13
TMEM59	-0.77468	4.37E-18	0.253	0.498	1.41E-13
ECI2	-1.26833	5.93E-18	0.049	0.169	1.91E-13
CDK14	1.978293	6.16E-18	0.273	0.101	1.99E-13
TSC22D3	-0.84064	7.77E-18	0.172	0.379	2.51E-13
IL13RA1	-0.90386	9.80E-18	0.133	0.315	3.16E-13
CCDC88C	-2.60899	1.13E-17	0.009	0.075	3.66E-13
TRIB1	-0.90078	1.36E-17	0.133	0.315	4.39E-13
BIN2	-0.65369	1.40E-17	0.227	0.466	4.51E-13
TMCC1	-0.98345	1.46E-17	0.125	0.292	4.70E-13
PSAP	0.389009	1.47E-17	0.988	0.99	4.74E-13
MIDN	-1.34789	1.47E-17	0.05	0.167	4.75E-13
FOXP1	-0.60742	1.94E-17	0.434	0.681	6.25E-13
CDC42EP3	-1.35936	2.16E-17	0.043	0.153	6.96E-13
FGR	-0.65999	2.73E-17	0.27	0.518	8.82E-13
RASSF4	-0.98942	3.26E-17	0.144	0.327	1.05E-12
DDX3Y	-1.20093	3.39E-17	0.092	0.24	1.09E-12
CARD19	0.999657	3.47E-17	0.534	0.415	1.12E-12
ACTG1	0.308832	5.53E-17	0.995	1	1.79E-12
HACD4	-0.82944	5.70E-17	0.145	0.333	1.84E-12
GLUL	-0.86591	7.69E-17	0.122	0.292	2.48E-12
PHF5A	-0.89938	7.94E-17	0.116	0.284	2.56E-12
RABAC1	-0.69262	1.06E-16	0.216	0.446	3.43E-12
CASP4	-1.14382	1.27E-16	0.102	0.252	4.11E-12
CNTRL	-1.58365	1.66E-16	0.029	0.121	5.36E-12
ATP6V0C	0.461195	1.67E-16	0.901	0.907	5.38E-12
FPR1	-2.82906	1.82E-16	0.007	0.065	5.87E-12
TGFBI	0.576809	1.92E-16	0.839	0.845	6.20E-12
ESD	0.94713	2.03E-16	0.606	0.54	6.55E-12
DEGS1	-0.76598	2.41E-16	0.171	0.367	7.79E-12
CIR1	-1.59644	2.87E-16	0.026	0.113	9.25E-12
OGFRL1	-1.06588	3.31E-16	0.086	0.228	1.07E-11
ITGA4	-1.2117	3.53E-16	0.092	0.232	1.14E-11
TNFAIP8L2	-0.83632	3.95E-16	0.15	0.331	1.28E-11
CD33	-1.48155	4.35E-16	0.041	0.143	1.41E-11
DOK2	2.541599	4.51E-16	0.207	0.058	1.46E-11
CDH23	-1.51153	5.44E-16	0.026	0.111	1.75E-11
ABCA6	-3.10118	5.52E-16	0.005	0.056	1.78E-11
SDCBP	0.739309	5.58E-16	0.658	0.621	1.80E-11
NEDD9	-0.7362	6.15E-16	0.185	0.381	1.99E-11
IDH3G	-0.88513	7.09E-16	0.118	0.282	2.29E-11
DUSP22	-1.07141	7.32E-16	0.065	0.19	2.36E-11
TMSB10	0.449697	7.35E-16	0.95	0.946	2.37E-11
HSPA1A	-0.89982	7.76E-16	0.138	0.304	2.51E-11
ZFAND5	-0.68849	8.24E-16	0.325	0.548	2.66E-11
HCAR2	-2.29032	8.77E-16	0.008	0.065	2.83E-11
RASGRP2	-0.8112	1.06E-15	0.077	0.214	3.42E-11
CUX1	-1.05014	1.13E-15	0.085	0.22	3.66E-11
RAB7B	1.929878	1.35E-15	0.236	0.083	4.37E-11
ORAI1	-0.97214	1.43E-15	0.116	0.272	4.61E-11
HAGH	-1.2938	1.55E-15	0.047	0.153	5.00E-11
EIF3F	-0.43855	1.57E-15	0.665	0.867	5.06E-11
CD74	0.582038	1.68E-15	0.377	0.198	5.44E-11
ARIH1	-0.82651	1.94E-15	0.223	0.429	6.27E-11
IFITM1	-1.52631	2.57E-15	0.104	0.242	8.31E-11
IER3	-0.78884	2.87E-15	0.49	0.712	9.27E-11
GCNT2	-0.83437	3.18E-15	0.159	0.341	1.03E-10
PKM	0.472468	3.21E-15	0.872	0.881	1.04E-10
MIA2	-0.76172	3.67E-15	0.145	0.325	1.19E-10
LBR	-1.08432	4.42E-15	0.072	0.198	1.43E-10
ID3	-1.15984	5.42E-15	0.124	0.272	1.75E-10
CEBPG	-1.22588	5.46E-15	0.051	0.157	1.76E-10
SAP30	-1.02318	5.90E-15	0.106	0.25	1.90E-10
CDK2AP2	-0.5072	6.23E-15	0.434	0.688	2.01E-10
KLF4	-0.98409	6.43E-15	0.203	0.377	2.08E-10
INPP5F	-2.05419	7.99E-15	0.015	0.081	2.58E-10
S100A9	-1.41488	8.14E-15	0.049	0.153	2.63E-10
PRKCE	-1.05849	8.45E-15	0.064	0.181	2.73E-10
BNIP3L	-0.72544	9.35E-15	0.144	0.319	3.02E-10
NRG1	-0.87441	9.88E-15	0.136	0.296	3.19E-10
NAAA	-0.73806	1.07E-14	0.179	0.365	3.45E-10
GYG1	-0.77997	1.19E-14	0.126	0.286	3.83E-10
KLF3	-0.80723	1.56E-14	0.138	0.306	5.05E-10
MDFIC	1.332203	1.86E-14	0.355	0.216	6.01E-10
PABPC1	-0.52022	2.12E-14	0.473	0.736	6.83E-10
TIFA	-1.05892	2.15E-14	0.075	0.198	6.96E-10
MPP1	-0.94814	2.35E-14	0.118	0.268	7.59E-10
SLPI	-0.74242	2.49E-14	0.364	0.565	8.05E-10
CCNL1	-0.71659	2.56E-14	0.197	0.391	8.25E-10
PLA2G7	-0.51744	2.58E-14	0.462	0.708	8.34E-10
CTDSPL	-2.13341	2.61E-14	0.01	0.067	8.42E-10
OSM	-0.90967	2.72E-14	0.282	0.468	8.79E-10
CASK	-1.18317	2.82E-14	0.063	0.175	9.10E-10
BASP1	1.942304	2.86E-14	0.209	0.065	9.22E-10
ITM2B	-0.28769	3.06E-14	0.924	0.98	9.87E-10
TPGS1	-1.00769	3.13E-14	0.056	0.165	1.01E-09
HERC4	-0.98899	3.21E-14	0.073	0.194	1.04E-09
B2M	0.332089	3.24E-14	0.978	0.988	1.05E-09
GAMT	-1.51907	3.92E-14	0.029	0.111	1.27E-09
ADGRE1	-0.67176	4.00E-14	0.189	0.387	1.29E-09
NDEL1	-0.57604	4.00E-14	0.329	0.567	1.29E-09
PTAFR	2.046846	4.93E-14	0.244	0.101	1.59E-09
RNF149	-0.61776	4.93E-14	0.187	0.383	1.59E-09
PID1	0.695841	5.29E-14	0.661	0.573	1.71E-09
CD37	-0.92531	5.93E-14	0.104	0.242	1.92E-09
PPP1R15A	-0.80244	6.14E-14	0.107	0.25	1.98E-09
COTL1	0.58204	6.48E-14	0.746	0.744	2.09E-09
CC2D2A	-5.46432	6.84E-14	0.001	0.032	2.21E-09
NDUFAF7	-1.48459	7.90E-14	0.033	0.117	2.55E-09
ZBTB20	-1.24656	1.11E-13	0.044	0.139	3.58E-09
PLCB1	-0.37318	1.31E-13	0.542	0.774	4.22E-09
CKS2	-1.2766	1.31E-13	0.056	0.159	4.22E-09
SSH2	-0.67504	1.32E-13	0.189	0.377	4.27E-09
FABP7	-2.34655	1.37E-13	0.009	0.062	4.42E-09
TMEM176B	-1.0706	1.52E-13	0.181	0.335	4.91E-09
SDCCAG8	-1.1977	1.54E-13	0.052	0.153	4.98E-09
SERTAD1	-0.77056	1.64E-13	0.147	0.312	5.28E-09
RAB44	-1.39342	1.92E-13	0.029	0.109	6.19E-09
LGALS3	0.41	2.08E-13	0.985	0.978	6.71E-09
LRMDA	-0.63605	2.51E-13	0.269	0.482	8.09E-09
SVIL	-0.71125	2.55E-13	0.192	0.369	8.22E-09
PLEKHG1	-1.51721	3.44E-13	0.023	0.095	1.11E-08
CAPZB	0.523926	3.57E-13	0.745	0.718	1.15E-08
FLOT2	-0.94064	3.61E-13	0.057	0.161	1.17E-08
ARL15	-0.88452	3.66E-13	0.102	0.236	1.18E-08
TNRC6B	-1.07909	3.90E-13	0.067	0.177	1.26E-08
CALM2	0.670343	3.93E-13	0.667	0.629	1.27E-08
MID1IP1	-1.89527	3.95E-13	0.018	0.083	1.27E-08
RNASEL	-1.25907	4.20E-13	0.052	0.149	1.36E-08
ARG2	-0.8397	4.55E-13	0.109	0.246	1.47E-08
CAPG	0.666052	4.70E-13	0.672	0.647	1.52E-08
ARL13B	-2.15885	4.87E-13	0.013	0.071	1.57E-08
GOT1	2.988562	4.98E-13	0.147	0.03	1.61E-08
SGMS1	-1.11953	5.01E-13	0.09	0.214	1.62E-08
PROS1	-1.23506	6.35E-13	0.051	0.147	2.05E-08
FAM111A	-0.86068	7.21E-13	0.109	0.244	2.33E-08
THAP11	-1.54231	7.59E-13	0.025	0.097	2.45E-08
KLF9	-1.61406	7.96E-13	0.021	0.089	2.57E-08
IQGAP2	-0.84465	8.58E-13	0.097	0.226	2.77E-08
FCGR1A	1.036811	8.63E-13	0.441	0.321	2.79E-08
ABTB2	-0.58171	9.37E-13	0.138	0.292	3.03E-08
PPFIA4	-1.32046	9.55E-13	0.035	0.117	3.08E-08
YIPF3	-0.99662	9.84E-13	0.069	0.179	3.18E-08
SAMHD1	-0.65688	1.07E-12	0.455	0.704	3.46E-08
TNFRSF13B	-1.36445	1.09E-12	0.038	0.123	3.52E-08
USF1	-1.16829	1.22E-12	0.04	0.127	3.94E-08
KXD1	-0.96517	1.40E-12	0.071	0.181	4.51E-08
FCGR2B	-0.65177	1.54E-12	0.296	0.498	4.96E-08
MAF1	-1.18848	1.78E-12	0.058	0.157	5.76E-08
ARRDC4	-1.25227	2.09E-12	0.042	0.129	6.74E-08
RBM47	1.211015	2.10E-12	0.395	0.284	6.77E-08
NFE2L2	-0.47835	2.45E-12	0.362	0.593	7.91E-08
MTUS1	-1.29844	2.46E-12	0.04	0.125	7.94E-08
PLD4	-0.45533	2.52E-12	0.449	0.69	8.14E-08
PHF21A	-0.90059	2.73E-12	0.084	0.202	8.83E-08
FCGR3A	-0.44557	3.21E-12	0.617	0.812	1.04E-07
LY86	-0.68176	3.33E-12	0.223	0.411	1.07E-07
ADORA3	-2.00652	4.01E-12	0.009	0.058	1.29E-07
SSBP2	-1.50812	4.67E-12	0.025	0.095	1.51E-07
TUBA1B	-0.56527	5.25E-12	0.185	0.361	1.70E-07
WDR45	-2.17341	5.68E-12	0.009	0.056	1.83E-07
STAB1	2.218797	6.18E-12	0.166	0.048	2.00E-07
NFKBIA	-0.5193	6.53E-12	0.501	0.694	2.11E-07
RELT	-1.6953	6.86E-12	0.02	0.083	2.21E-07
NSMCE4A	-1.00021	6.96E-12	0.055	0.151	2.25E-07
NCEH1	2.182924	7.67E-12	0.184	0.065	2.47E-07
RPS14	-0.18975	8.31E-12	0.994	1	2.68E-07
UBL7	-1.04232	9.55E-12	0.057	0.155	3.08E-07
UXS1	-1.60355	1.13E-11	0.027	0.097	3.66E-07
TMEM234	-0.61478	1.31E-11	0.211	0.391	4.23E-07
GADD45G	-1.02347	1.35E-11	0.071	0.173	4.35E-07
MOB3B	-1.13288	1.36E-11	0.042	0.125	4.40E-07
FOXN3	-0.53531	1.39E-11	0.221	0.403	4.47E-07
CD38	-1.80386	1.42E-11	0.018	0.077	4.58E-07
SLC39A1	2.115825	1.50E-11	0.197	0.079	4.85E-07
CITED2	-0.80822	1.56E-11	0.12	0.254	5.02E-07
ATG4C	-1.06845	1.66E-11	0.042	0.125	5.35E-07
EMP1	2.700727	1.80E-11	0.141	0.034	5.81E-07
RIPK1	-1.01389	1.82E-11	0.061	0.159	5.86E-07
RAMP1	-0.79697	1.84E-11	0.097	0.22	5.93E-07
FAM89B	-0.85974	1.85E-11	0.104	0.228	5.96E-07
ANXA1	-0.47821	1.90E-11	0.441	0.653	6.14E-07
EMC9	-2.1725	1.93E-11	0.007	0.05	6.23E-07
SUPT4H1	-0.60856	2.07E-11	0.214	0.391	6.69E-07
NQO2	-1.57541	2.09E-11	0.023	0.087	6.75E-07
PPP1R3B	-1.52997	2.17E-11	0.015	0.071	7.01E-07
RCSD1	-1.10006	2.33E-11	0.043	0.127	7.54E-07
NLRP12	-4.34579	2.46E-11	0.001	0.026	7.93E-07
TARM1	-0.6221	2.55E-11	0.157	0.315	8.24E-07
RAB27A	-1.44308	2.79E-11	0.016	0.073	9.02E-07
PEX7	-1.40968	2.79E-11	0.031	0.103	9.02E-07
SPATA6	-1.51123	2.81E-11	0.028	0.097	9.06E-07
FYN	2.610956	2.88E-11	0.143	0.036	9.31E-07
TPM4	0.722423	2.90E-11	0.57	0.536	9.35E-07
MBNL1	-0.6076	3.02E-11	0.19	0.359	9.75E-07
CLK3	-1.22348	3.04E-11	0.044	0.127	9.82E-07
RASSF1	-0.56472	3.09E-11	0.163	0.325	9.97E-07
STXBP6	-0.69563	3.68E-11	0.1	0.222	1.19E-06
RGS18	-1.32826	3.73E-11	0.033	0.107	1.20E-06
METTL9	-0.77377	3.74E-11	0.108	0.234	1.21E-06
FMNL2	2.543817	4.04E-11	0.131	0.028	1.31E-06
TIFAB	-0.91312	4.25E-11	0.086	0.2	1.37E-06
TNFAIP6	-1.73622	4.34E-11	0.036	0.111	1.40E-06
PRDX1	0.845855	4.57E-11	0.846	0.881	1.48E-06
ICAM2	-1.65347	4.76E-11	0.022	0.083	1.54E-06
STK17B	-0.54803	5.33E-11	0.23	0.409	1.72E-06
CRISPLD2	-2.74866	6.16E-11	0.006	0.044	1.99E-06
NABP1	-0.78091	6.23E-11	0.072	0.175	2.01E-06
DNAJC14	-1.46146	6.59E-11	0.028	0.097	2.13E-06
DHX40	-1.14182	7.61E-11	0.059	0.151	2.46E-06
PELI1	-0.8735	7.91E-11	0.077	0.181	2.55E-06
SLC7A11	-0.79089	9.10E-11	0.221	0.377	2.94E-06
FGD4	-1.02183	9.33E-11	0.058	0.149	3.01E-06
ZNF22	-2.30705	9.63E-11	0.007	0.048	3.11E-06
NME1	0.761859	9.82E-11	0.511	0.435	3.17E-06
DBNL	-0.63569	1.03E-10	0.121	0.256	3.34E-06
NBDY	-1.31101	1.07E-10	0.039	0.115	3.44E-06
ADGRE5	-0.72737	1.15E-10	0.15	0.292	3.70E-06
ARHGAP24	-0.5532	1.21E-10	0.199	0.365	3.91E-06
FOSB	-0.80049	1.27E-10	0.092	0.204	4.09E-06
MSRB1	-0.28978	1.33E-10	0.808	0.913	4.30E-06
HBEGF	-2.54682	1.34E-10	0.007	0.046	4.33E-06
CCL3	-1.51346	1.37E-10	0.039	0.115	4.43E-06
CYP27A1	-1.30473	1.39E-10	0.02	0.079	4.50E-06
MT2A	-1.62876	1.57E-10	0.023	0.083	5.07E-06
CCL4	-1.57999	1.66E-10	0.092	0.198	5.37E-06
UCK2	-0.71642	1.69E-10	0.147	0.282	5.44E-06
OSBPL8	1.245011	1.69E-10	0.31	0.194	5.45E-06
PLD1	-1.49272	1.82E-10	0.021	0.079	5.89E-06
LRCH4	-0.82128	1.93E-10	0.069	0.167	6.24E-06
NR3C1	-1.01642	2.08E-10	0.052	0.137	6.72E-06
ABCD2	-1.73437	2.10E-10	0.008	0.05	6.78E-06
SPINK2	-2.62103	2.14E-10	0.006	0.044	6.91E-06
MBOAT7	-0.68056	2.21E-10	0.075	0.179	7.13E-06
MKNK2	-1.17983	2.22E-10	0.036	0.109	7.17E-06
RDH12	-2.72966	2.27E-10	0.004	0.036	7.34E-06
OAZ2	-0.93971	2.28E-10	0.06	0.151	7.36E-06
CASP1	-0.67405	2.38E-10	0.133	0.27	7.67E-06
ADAP2	2.67784	2.41E-10	0.136	0.038	7.79E-06
TAF13	-0.68808	2.51E-10	0.119	0.248	8.12E-06
IKBKB	-0.54644	2.54E-10	0.191	0.355	8.19E-06
SPIDR	-1.00709	2.58E-10	0.043	0.121	8.34E-06
BORCS5	-1.76516	2.61E-10	0.013	0.06	8.42E-06
GGT5	-4.09695	2.67E-10	0.001	0.026	8.62E-06
CLK1	-0.6383	3.17E-10	0.137	0.274	1.02E-05
SEC24B	-0.72592	3.24E-10	0.092	0.204	1.05E-05
SDF2	-0.70799	3.25E-10	0.096	0.212	1.05E-05
UTRN	-0.8013	3.25E-10	0.057	0.147	1.05E-05
CD27	-3.62227	3.31E-10	0.002	0.028	1.07E-05
TREML4	-1.31405	4.10E-10	0.034	0.103	1.32E-05
SLC66A3	-1.09094	4.21E-10	0.032	0.101	1.36E-05
NLRP3	-0.69022	4.40E-10	0.112	0.232	1.42E-05
SIRT3	-2.6138	4.62E-10	0.005	0.04	1.49E-05
DDX5	-0.34997	5.00E-10	0.553	0.78	1.62E-05
CFH	-1.04461	5.03E-10	0.078	0.175	1.62E-05
SUSD6	-0.64171	5.06E-10	0.115	0.238	1.63E-05
UNC119	-0.91298	5.20E-10	0.07	0.165	1.68E-05
RP9	-0.68502	5.25E-10	0.126	0.252	1.70E-05
ATP2B4	3.201584	5.58E-10	0.114	0.024	1.80E-05
MAP3K8	-1.07809	5.62E-10	0.032	0.099	1.81E-05
MCMDC2	-7.43125	5.69E-10	0	0.02	1.84E-05
MXI1	1.680919	5.99E-10	0.206	0.095	1.93E-05
AIF1	1.354693	6.15E-10	0.283	0.167	1.99E-05
SERINC3	-0.60731	6.42E-10	0.16	0.304	2.07E-05
MPLKIP	-0.69531	6.96E-10	0.064	0.157	2.25E-05
LIMD2	-0.66525	7.00E-10	0.137	0.266	2.26E-05
UBAC2	-0.59335	7.03E-10	0.085	0.192	2.27E-05
TLR2	-0.5211	7.38E-10	0.245	0.421	2.38E-05
EIF5	0.932052	7.60E-10	0.395	0.298	2.45E-05
POLR3GL	-1.72158	8.01E-10	0.015	0.065	2.59E-05
VPS13B	-0.68607	8.16E-10	0.097	0.21	2.64E-05
C1QB	2.355871	8.76E-10	0.126	0.032	2.83E-05
COX6B2	-1.58535	8.83E-10	0.019	0.073	2.85E-05
PNPLA7	-1.47585	9.50E-10	0.02	0.075	3.07E-05
TAGLN2	0.616575	9.99E-10	0.645	0.627	3.23E-05
